7
14
43,7,6568504,14878531,2384948,11820605,12011378,11264321,2755969,80192,845494,16357,8606201,340460
39,11,219783,677380,153187,507959,542391,801399,57556,4433,31846,638,135217,19261
48,10,1336094,3573642,779324,2823469,2865591,4740732,352635,48729,130209,1612,337771,77372
27,14,2287549,6193053,1463362,4844593,5099371,6373505,2123557,112953,258707,6533,894276,174433
21,8,281714,845444,203351,651012,679497,1261765,14257,8022,12617,281,17525,17118
49,10,387224,1169034,297888,914199,939947,1728050,62627,3522,12573,399,22431,24544
23,13,1279111,3385192,756077,2693299,2727081,4441604,297370,57567,241331,2258,270545,109705
17,14,1012614,2746329,654514,2173158,2240299,3767608,354134,9064,59418,2565,149006,71662
21,10,273061,842260,212045,649556,677810,1254138,15652,8248,13628,315,17030,18355
17,11,1021926,2754609,590334,2148068,2218801,3760910,340636,8771,51992,2208,137452,64900
35,11,2693469,7211652,1644651,5641673,5908099,9350705,1401614,21406,201908,3610,367548,202981
36,11,935714,2333924,515896,1873264,1912270,2584300,276492,312780,67449,4279,345867,194367
18,10,1118576,2866440,560376,2226054,2319338,2745051,1451056,28473,70808,1607,194608,53789
26,9,223381,616210,144391,494046,489936,866142,6173,57515,6560,508,29108,19684
42,10,1495090,4003240,858353,3096980,3259703,4811565,1054432,16458,92358,2874,291612,87384
40,13,1079798,2967273,727768,2323119,2451720,3051604,1309180,17444,68786,2605,254780,70440
45,12,1861323,5263067,1062238,4023398,4163230,5247150,1556151,21884,479209,5740,687616,188878
0,11,188329,476396,58650,375642,347733,460606,23147,104108,39445,7700,42516,45853
49,7,390811,1156059,287182,901779,932273,1717713,60892,3512,11903,310,21369,19247
20,10,1351983,3723367,711843,2799495,2987698,3166761,1685601,14090,324122,2605,474880,119134
11,9,302239,853348,191130,673620,673097,308453,20368,2949,512232,126887,119729,308490
45,13,1864535,5290489,1105381,4062202,4198203,5257021,1569795,22354,496682,6003,712790,195760
15,7,1608782,3970293,800524,3139128,3240471,5277437,566923,14698,89832,1938,345995,92245
35,12,2668125,7180000,1704906,5647226,5905805,9325392,1406883,21530,209003,3680,378441,208102
0,14,186543,480776,69413,387296,349436,456312,26171,104272,43405,8814,50178,47580
37,14,858022,2478330,633887,1964100,2006139,3058538,70899,44480,164441,14977,496789,120115
40,14,1084748,2985869,761865,2349394,2483088,3085711,1318872,17693,71945,2689,261752,73820
19,13,1393946,4309566,989312,3244816,3448008,5026247,442796,12044,396744,2699,703679,108615
20,14,1350544,3803603,822260,2896418,3079989,3144704,1749444,14506,373555,3047,557371,133780
26,10,223292,619775,147460,497169,493358,869810,3839,60122,6261,621,28886,20988
19,11,1407240,4277132,921913,3198537,3407748,5036129,427743,11804,370572,2547,655611,101879
43,11,6931758,16004617,2704534,12723447,12917462,11515063,2963182,83187,1014062,19465,9731198,314752
30,7,300630,845718,166192,647505,665035,1221524,13132,2875,26110,402,34182,15679
29,14,466609,1143905,270989,936863,944640,1514386,87349,15459,39854,1140,191325,31990
11,10,303812,863342,196577,682961,680770,310916,20482,3007,516206,129412,122287,261421
45,7,1837897,5013433,899670,3804210,3946790,5149116,1488937,22164,393789,4891,548281,163444
26,7,222549,606061,136096,483486,481220,851857,5848,56668,6296,460,27195,17815
13,9,426258,938196,189985,778845,775594,1310398,11210,17036,18835,1765,169436,31086
12,13,724032,1885505,480879,1533401,1557015,2706690,96711,8943,62026,2122,168806,45118
36,13,947027,2354420,549121,1907292,1943276,2599040,283498,315854,73166,4823,369646,204541
46,12,124555,402968,98430,308718,317235,588689,6455,2015,8546,168,10095,9985
27,8,2252837,5886964,1169648,4540159,4769290,6165834,1972733,106936,194190,5919,732739,153317
0,12,188162,479621,62524,380517,349790,460475,24930,103998,40519,8134,45840,46411
44,10,873019,1650169,251236,1393853,1380571,2233477,26512,27207,55364,24314,360434,47116
27,11,2284238,6087557,1279582,4700726,4950651,6276451,2053824,110555,222272,5659,826440,156176
0,9,185688,459853,53354,361480,337415,450651,23123,100755,36763,6204,39853,45890
47,12,1588451,4398429,908438,3440311,3455007,4932761,247746,90402,518594,41690,809074,255051
30,11,280486,853515,184074,650678,667397,1214397,14656,2722,29824,363,38499,17614
48,12,1316113,3584353,824088,2842225,2882329,4738257,358269,49536,138601,1691,355546,82654
2,10,711947,1788806,421527,1434895,1487385,2178394,449058,20412,36471,5739,187470,44736
30,14,267141,848609,211063,655469,671344,1211057,16614,2820,33317,387,43544,19074
8,12,204586,571964,140503,444107,472946,591301,193201,2902,31799,294,78795,18761
8,14,204247,577460,153907,452689,482925,595873,198501,2980,34511,343,83325,20081
2,13,709866,1795087,454420,1453591,1505782,2179978,454592,21717,41502,7014,204402,50168
1,10,1130966,2994433,660171,2322229,2463341,3209238,1248447,26109,54083,2017,186799,58877
39,14,212852,676174,166147,511363,543810,786563,59573,4478,35456,661,148095,20347
25,14,731269,1834427,428383,1454556,1539523,1714269,1113674,14538,29842,1069,88937,31750
12,12,723917,1881021,470101,1524910,1550129,2704836,92969,8801,59446,2034,163426,43527
7,9,102236,422230,67762,280358,311870,203357,302447,1609,19602,272,53562,13945
36,12,939911,2341687,534182,1889507,1926273,2591048,279402,314389,70222,4591,357455,198673
34,9,4346160,12369614,2591292,9339212,9967854,11380679,2814318,57025,1416719,8848,3357421,394275
22,8,2418742,6208405,1319742,4882049,5064840,7663220,1398530,53961,234717,2600,424678,188659
27,12,2284122,6116604,1347638,4750263,4998101,6310711,2076073,111307,233054,5938,848970,162311
41,13,207959,510755,126163,424378,420499,703647,15004,71078,9664,401,28725,16358
44,7,814603,1555391,227752,1304730,1293016,2127295,24719,26436,49421,20778,309194,48449
17,13,1014004,2747039,634252,2163396,2231899,3763110,349667,8951,56493,2361,145761,68952
25,7,761126,1804398,362826,1420756,1507594,1723773,1071819,15038,24283,914,69661,25300
2,9,708401,1775081,413361,1422521,1474322,2168185,445054,20094,36102,4975,179210,47558
48,13,1307776,3584970,849967,2852160,2890553,4739713,359618,50123,142620,1713,363925,85001
23,9,1282317,3324003,674883,2621738,2659465,4410224,267656,54408,209475,1873,244766,104775
17,10,1023679,2743294,580725,2138542,2209156,3754679,336090,8733,49556,2137,134033,62470
29,9,455514,1112305,244864,899455,913228,1498273,82728,14483,31390,833,159895,29211
27,10,2282288,6035513,1241732,4659903,4899630,6244996,2031852,109576,211816,5539,805470,150284
24,9,1427029,3706072,827987,2918822,3042266,4844634,686435,23538,96802,5060,209734,104508
46,11,126500,405750,94070,308796,317524,590072,6305,2041,8233,156,9737,9776
9,10,3999532,11566633,3279889,9213089,9632965,10927158,2884781,48117,460001,11140,4249757,265100
10,13,2489709,6306503,1195955,4881361,5110806,5476106,3050383,23047,358801,5992,916395,161443
33,8,662595,1688235,302800,1342765,1310865,1478690,202963,23903,181622,14657,681158,88716
16,10,727729,1753967,377214,1419163,1439747,2235252,164201,23189,68346,2028,302357,63537
35,8,2769618,7157887,1587886,5620304,5895087,9414357,1381281,22158,184566,3300,336044,188598
49,13,381678,1152585,320041,915576,938728,1718262,64997,3747,14156,436,25702,27004
44,12,888578,1694963,271330,1435471,1419400,2284085,28722,27526,60291,25347,377649,51251
50,9,134911,356485,68455,285714,274137,482247,5506,11609,4299,253,48018,9119
46,13,122701,401456,102473,309188,317442,587989,6831,2006,8803,171,10587,10243
33,9,665903,1703327,315435,1356628,1328037,1473154,207751,23721,188009,15244,702832,93716
46,10,128601,405585,91607,308200,317593,590706,6060,2031,7995,153,9305,9543
50,14,138323,364189,81641,298042,286111,491288,8098,12412,5392,449,57065,9449
11,8,300320,846787,185106,666945,665268,307959,20677,3036,509878,125452,115893,299213
43,13,7041986,16440040,2966167,13147002,13301191,11648258,3089995,86893,1105009,20913,10153145,343980
39,12,216591,675334,158379,508155,542149,796150,57552,4424,32920,627,139092,19539
44,11,881350,1674510,258924,1414143,1400641,2259233,27342,27331,57675,24671,369536,48996
21,13,261276,831959,235067,650220,678082,1248576,17170,8484,14626,380,19258,19808
23,8,1282500,3304903,659615,2604769,2642249,4405517,258162,54986,202086,1791,235337,100057
45,14,1869115,5310288,1146886,4095244,4231045,5257382,1581666,22683,517766,6264,737316,203212
27,13,2285605,6155356,1407099,4800612,5047448,6343384,2101341,112325,243799,6226,872805,168180
20,12,1346235,3775717,762916,2851828,3033040,3166277,1714743,14326,346942,2787,512834,126959
6,14,775430,2265324,555923,1754549,1842128,2475371,354962,7456,157724,1325,541152,58687
14,13,3023307,8115187,1743641,6326483,6555652,8082918,1827588,19102,642559,3523,2121248,185197
47,14,1602721,4466054,992755,3529935,3531595,4970274,262450,92041,562258,45067,858779,270661
28,13,162688,457890,102815,370001,353392,631555,12498,37258,8404,441,20771,12466
2,8,706506,1759874,408174,1410042,1464512,2162467,444262,19794,33550,4708,169557,44117
34,7,4416023,12200765,2515547,9250774,9881561,11458457,2809030,57449,1339626,8515,3211449,353993
35,7,2790575,7149125,1560768,5609618,5890850,9436920,1374377,22558,179337,3262,319923,178039
3,11,1616353,3933552,918891,3216724,3252072,3718642,248843,261944,180533,11374,1933269,114191
49,14,380147,1141567,328612,913915,936411,1711447,65329,3865,14668,440,26847,27730
34,12,4264694,12554378,2757053,9494639,10081486,11276242,2847540,57232,1535521,8243,3550010,301337
40,8,1073977,2857928,597091,2205080,2323916,2923987,1264277,15820,56038,2202,213224,59808
23,14,1281826,3395205,780142,2712041,2745132,4444157,309165,58059,253673,2283,277009,112827
19,10,1415962,4240754,906547,3174838,3388425,5041073,419264,11736,357660,2489,633068,97973
32,13,507540,1271086,306661,1033609,1051678,820700,37936,179131,29183,1454,986555,30328
49,8,390130,1158122,292058,905608,934702,1720506,61646,3647,11935,357,22912,20278
15,11,1598091,4061204,857041,3206466,3309870,5296538,591852,14447,109500,2016,401988,99995
24,11,1414444,3743369,852252,2944421,3065644,4859307,692100,24493,101858,6154,219894,106259
40,10,1079978,2919462,636921,2255630,2380731,2973752,1284736,16786,59870,2240,236874,62103
47,11,1584709,4375130,861642,3404215,3417266,4916104,240624,89858,500427,40524,785781,248163
28,8,146950,414689,95930,331849,325720,588831,7639,33135,6245,203,13943,8057
40,9,1079447,2893221,617204,2232781,2357091,2954571,1273970,17104,56995,2280,226642,65555
37,12,859910,2458373,581518,1929561,1970240,3035960,68117,43690,151962,14021,472737,113314
5,7,1190004,3117952,495912,2407421,2396447,3424618,181836,30713,125349,4946,949475,113206
12,10,727717,1869143,453454,1510804,1539510,2704038,88409,8686,53989,1856,152937,40399
41,11,203948,501312,118512,413066,410706,694225,11333,70161,8257,381,24407,15008
9,13,4026674,11878569,3647617,9562647,9990213,11035078,3029859,50688,509027,12188,4619316,296704
37,10,865129,2434724,537355,1899140,1938068,3014136,65579,42981,141739,13075,452312,107386
19,12,1399417,4287953,957933,3219920,3425383,5027427,435050,11909,383749,2593,679306,105269
4,13,9174877,24365913,4791731,19064196,19268325,14945939,2202770,164995,5171726,139499,14719326,988266
31,9,2069591,5512885,1173126,4261536,4494066,5264885,1131276,13213,716629,3120,1513796,153940
7,10,101309,434743,69073,285935,319190,211958,302489,1345,21339,238,55828,11928
38,7,2840940,7818895,1904102,6112370,6451567,10159675,1301880,17881,316523,3369,622861,166316
27,7,2219351,5769275,1129411,4441033,4677004,6087791,1934216,106274,183488,5768,679958,140727
13,13,427781,961213,223142,807084,805052,1340334,10601,18203,20885,2441,190250,29422
2,7,704111,1746159,398380,1398338,1450312,2154849,439114,19176,32387,4225,159739,42596
1,7,1133337,2918189,621314,2266347,2406493,3179554,1216139,24637,47954,1746,151757,55673
45,10,1855025,5186008,983384,3939021,4085396,5206070,1533434,21124,445931,5312,637885,174661
4,10,9284094,23773075,4276432,18556245,18777356,15021621,2186856,164593,4841762,133250,14069012,916507
19,8,1429298,4162978,876691,3128351,3340616,5045789,401143,11951,332457,2567,584926,114575
43,8,6678677,15170077,2460285,12060689,12248350,11325376,2804228,80529,890407,17718,8913465,361243
40,12,1077455,2950610,695352,2298812,2424605,3022868,1298771,17183,65975,2389,248657,67574
3,14,1621692,4039575,1070217,3343847,3387637,3784049,273462,272263,203716,12191,2056455,129348
31,12,2035106,5582380,1250263,4325310,4542439,5159263,1142229,12939,782439,2652,1645929,122298
22,9,2372505,6184759,1344327,4857892,5043699,7610421,1390974,52863,237824,2705,433040,194570
15,9,1609815,4018297,831213,3177675,3281650,5290841,581646,14264,99698,2012,380125,103110
37,7,862179,2366733,493505,1843006,1879411,2977210,63664,41761,130932,10868,403595,109935
28,10,150179,426615,97550,341007,333337,599330,8070,35654,6988,319,13796,10187
13,12,427177,955826,212587,798322,797268,1331782,9910,17912,20242,2302,185345,28097
32,12,512314,1276385,294841,1031829,1051711,829689,37398,178004,28580,1397,978973,29499
45,11,1857585,5236564,1011701,3980878,4124972,5228610,1543522,21436,462526,5575,662295,181886
4,7,9334821,22970599,3944891,18035401,18214910,15273220,2187424,168321,4536611,125957,13129997,1124718
44,13,896589,1720648,283635,1458981,1441891,2312601,29903,28077,62982,26121,387569,53619
35,9,2748083,7173469,1607344,5626977,5901919,9392817,1389052,22958,188757,3657,349031,198514
24,8,1429413,3683565,810938,2900058,3023858,4829623,680666,24417,92526,4718,200633,99887
3,8,1628092,3819756,832514,3124008,3156354,3690697,227970,257202,163115,10365,1828252,139129
11,7,299507,835811,180357,658507,657168,304822,20908,3004,508665,123376,111759,290338
18,11,1116579,2886933,571685,2238727,2336470,2750896,1462399,28686,73472,1644,201655,56445
10,8,2476961,6052595,975287,4644876,4859967,5413261,2839929,24584,294834,4866,794671,155512
19,9,1422845,4202949,891819,3151953,3365660,5043667,410517,11761,345408,2658,609507,119884
49,12,384030,1160737,311913,916320,940360,1723767,64094,3672,13656,423,24753,26315
5,12,1232864,3343384,613210,2604770,2584688,3612602,199638,32980,146640,6374,1086027,105197
50,12,136526,364603,75497,294454,282172,487890,7698,12079,4851,414,54920,8774
31,13,2022117,5593754,1283468,4343965,4555374,5125300,1146713,13044,802477,2728,1684010,125067
23,11,1280424,3365584,701100,2655693,2691415,4421002,280975,56413,225063,2131,258344,103180
29,8,452890,1102554,240934,891183,905195,1494887,81022,14553,30380,748,151102,27378
9,11,4002550,11722114,3358818,9331537,9751945,10952213,2947470,49188,476599,11394,4370628,275990
28,11,152357,433841,98669,346975,337892,605943,8988,36190,7289,357,15370,10730
23,10,1282693,3341312,686332,2635245,2675092,4411530,272476,55729,216878,2004,251786,99934
29,13,464348,1140160,264008,929826,938690,1512922,85707,15262,37325,1118,185419,30763
14,8,3152610,8023898,1570530,768749,765571,1300186,10776,17013,17846,1611,162086,29649
4,14,9153152,24656301,4993047,19268904,19533596,14920185,2220275,165342,5350426,141894,14988768,1015610
46,9,130357,404874,89586,307821,316996,590490,6247,2242,7523,76,9829,8938
15,10,1605883,4040070,844012,3193094,3296871,5294778,586349,14276,104262,1961,391763,96576
14,12,3057042,8116645,1694505,6315958,6552234,8115502,1830441,19047,625404,3323,2093818,180657
3,13,1616814,3990948,1018862,3295119,3331505,3758078,263683,268394,195642,11926,2005117,123784
33,7,653675,1656482,290915,1316536,1284536,1475854,196301,24026,171819,13887,652588,82987
38,8,2822785,7860797,1928703,6139649,6472636,10138639,1313592,17548,328944,3364,659038,178097
41,14,210407,512545,130223,429313,423862,708452,15206,71237,10512,404,30537,16827
43,9,6794148,15470235,2537378,12301821,12499940,11390934,2857836,85507,931350,17979,9221498,390074
48,7,1348085,3520520,742170,2783298,2827477,4740372,342109,46213,118620,1505,296245,74397
2,12,710471,1796785,442572,1448951,1500877,2181802,452379,21337,40171,6505,199322,48312
37,13,857606,2465064,607395,1944410,1985655,3045289,68979,44002,156832,14318,483758,116887
10,10,2490884,6181570,1040794,4741930,4971318,5432676,2931653,21703,319830,5486,858686,143214
42,8,1495165,3935683,816563,3045986,3201425,4769351,1033680,15239,87137,2565,264091,83143
43,12,6985807,16233407,2841582,12948171,13112625,11596831,3029424,85133,1059244,20101,9940179,329884
41,9,199783,491677,115607,404110,402957,686258,11539,66080,7680,186,23180,13083
6,7,833424,2212385,481461,1715531,1811739,2588688,329405,7328,123533,1295,429042,61583
3,9,1626539,3855746,860869,3152870,3190284,3697367,236530,256763,168845,10800,1864859,148437
9,14,4053584,12048169,3791544,9723286,10170011,11103313,3094721,51414,532983,12642,4788869,309355
1,14,1107571,2997874,743932,2349967,2499410,3209637,1278519,26885,63140,2264,200664,68268
1,12,1117489,3000779,699260,2337239,2480289,3210930,1261373,26385,58330,2153,194427,63930
1,13,1111481,3001075,721166,2345347,2488375,3210595,1270145,26665,60268,2230,198019,65800
17,12,1017350,2747911,614469,2155895,2223835,3760533,345050,8756,54425,2306,141727,66933
48,14,1300189,3581507,875868,2859507,2898057,4733409,361973,50516,149722,1817,372248,87879
33,12,659655,1733800,360899,1388773,1365581,1456405,221887,24120,205917,16053,749215,80757
37,11,862518,2453144,552275,1913824,1954113,3025058,66909,43326,146572,13496,462504,110072
0,8,182591,453421,51443,357371,330084,446462,23664,99247,34597,5815,38575,42997
41,10,203145,496241,116825,408427,407784,691087,10281,69654,7730,343,22529,14587
18,14,1113493,2903289,632894,2273939,2375737,2758588,1490741,29373,81061,1909,224867,63137
31,8,2077170,5476981,1156939,4241849,4469241,5301608,1127440,13075,694532,2955,1463910,145971
19,14,1390468,4338703,1016237,3270824,3474584,5010742,456537,12085,419061,2729,731206,113048
5,14,1246372,3429479,680015,2691159,2664707,3694912,211192,34613,159595,7032,1135109,113413
30,9,290761,849938,175403,649176,666926,1218403,14028,2732,27827,435,36863,17492
39,9,226045,676396,151205,508805,544841,815435,56447,4726,30099,727,127868,23724
32,8,512286,1240680,257696,992179,1018483,834314,35318,173114,25731,1505,912834,41784
28,12,156765,443884,100696,356969,344376,616843,10389,36700,7799,400,17755,11459
11,14,308444,882963,228154,718099,701462,326086,31548,3705,516011,131553,143239,267419
38,12,2737905,7983654,2042916,6232018,6532457,10047138,1351712,17671,378150,3164,784805,181835
22,14,2223790,6156035,1530052,4868463,5041414,7512721,1379996,56196,280230,2579,476285,201870
21,12,264846,837313,226342,649961,678540,1250700,16969,8390,14265,360,18524,19293
25,8,761312,1817290,369204,1431990,1515816,1726317,1080824,15161,24739,843,75212,27493
8,11,204801,569582,133602,439717,468268,589222,190800,2892,30408,278,76270,18115
10,14,2493282,6352523,1251538,4926987,5170356,5487103,3098214,23286,378945,6331,935279,168185
48,9,1341267,3559472,768525,2812968,2856296,4743827,350235,47348,126282,1505,326431,84351
14,14,2988474,8103573,1788533,6320886,6559694,8022946,1823834,18966,668787,3568,2152974,189505
16,14,722666,1765896,415459,1447355,1456666,2229102,170637,23581,78892,2303,329627,69879
32,10,518763,1272102,274117,1020719,1044263,838519,36149,176201,26909,1274,957921,28009
8,8,205946,554272,123656,428238,455636,588455,182595,2816,27239,313,66827,17987
8,13,203558,574707,147484,447947,477802,593605,195540,2954,32994,320,80944,19392
28,9,147903,420475,96590,335676,329292,593308,8486,33661,6566,243,14638,8625
44,14,904115,1743527,295260,1479750,1463152,2335011,31051,28583,66837,26769,398760,55891
28,14,168527,465957,104998,379019,360463,640384,14810,37874,9178,458,23439,13339
50,8,131453,347604,66986,278092,267951,472502,5763,11210,4061,286,45090,8186
20,11,1348766,3761483,729992,2827774,3012467,3168288,1702378,14182,335709,2716,493701,123267
50,10,135351,358404,70467,287712,276510,484614,4452,11810,4340,381,50525,8100
20,7,1369418,3625572,658418,2733521,2919887,3202154,1635057,14384,291085,2680,407798,116763
11,11,305396,869033,202468,690855,686042,314279,23996,3278,514426,130281,128062,262575
2,11,710576,1800064,427866,1442982,1495524,2182691,450983,20805,38313,6106,193152,46456
46,7,134612,403630,85239,307018,316463,591723,5670,2100,7350,82,8970,8054
13,7,414695,913156,177254,755340,749765,1282225,10129,16631,17004,1601,153941,27629
13,10,428961,945577,196180,786709,784009,1319996,8979,17642,18798,2210,177006,26087
25,13,737432,1837475,416300,1454587,1536620,1718461,1110219,14458,28911,1052,87327,30779
5,13,1237932,3383044,647391,2646446,2621921,3653972,204197,33830,151814,6624,1108428,109502
24,7,1431215,3660404,795993,2878801,3008811,4814787,677077,24659,89695,4665,190479,94074
3,10,1628563,3891246,888981,3184327,3224463,3708470,242166,258704,173794,11209,1904435,110012
12,7,721265,1835014,442933,1482295,1516917,2695741,81706,9948,46906,1323,129788,37029
23,12,1278050,3371761,729835,2672357,2707289,4427885,289202,56868,233049,2177,264165,106300
12,14,725954,1889823,491349,1543045,1564081,2706164,101236,9087,67723,2306,173594,47016
25,9,760555,1822224,375995,1436889,1521885,1726562,1085238,14720,26370,911,80099,28021
20,9,1353767,3681263,695358,2770322,2960066,3168513,1665709,14092,312074,2880,454829,132269
41,12,205298,506556,122193,418756,415291,698205,13688,70588,8962,402,26650,15552
33,14,663225,1774027,401847,1426793,1412306,1462027,233558,24671,224458,16965,790034,87386
14,10,3122092,8102475,1615128,786709,784009,1319996,8979,17642,18798,2210,177006,26087
18,12,1114620,2892441,595073,2252408,2349726,2755594,1471606,29009,75966,1722,209451,58786
7,7,104095,404172,66137,271410,302994,189134,306926,1432,17801,276,48921,12144
0,10,187902,470481,55485,371586,342282,457993,22355,102983,38155,7347,40008,45027
12,8,722614,1846224,447896,1489901,1526833,2698593,85131,10077,49156,1258,136218,40222
8,7,204963,547609,119177,422458,449291,586288,178273,2707,25998,286,63433,16891
21,9,277731,843969,207890,650948,678642,1258003,15396,7873,13210,359,18214,17798
44,8,836299,1590526,236204,1337545,1325484,2164471,25932,26614,51638,22125,329790,51737
50,11,135407,359847,72075,289417,277912,485400,4959,11913,4513,384,51706,8454
32,7,508942,1230556,250572,981315,1008755,836649,35354,171963,25237,1607,892807,39166
50,13,137679,366290,78689,297278,285380,490060,9182,12242,5106,450,56363,9255
16,8,713589,1727377,367110,1391768,1416308,2223312,162770,22934,64451,1710,275386,66165
47,13,1595795,4424527,951084,3482670,3488736,4950339,254344,91011,537352,43135,832249,262976
31,14,2012081,5612591,1313503,4361952,4576223,5081261,1153648,13127,829481,2955,1729172,128531
